Excel,git,HTML,JavaScript,JSON,MATLAB,Microsoft Access,PostGIS,PostgreSQL,Power BI,Python,R,R Shiny,SAS,Scala,Spark,SPSS,SQL,Stata,Tableau,VBA,XML,job_id,length,job_department,date_downloaded,description_word_count,roles
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574285,2822,DWP,2018-03-12,384,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566532,3083,DWP,2018-03-13,493,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563403,1290,HM Revenue and Customs,2018-03-14,190,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1564810,3213,HM Revenue and Customs,2018-03-15,496,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1564795,3306,HM Treasury,2018-03-16,471,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562398,2796,DfIT,2018-03-17,428,Economist
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1577264,932,Crown Prosecution Service,2018-03-18,150,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575990,3016,Home Office,2018-03-19,458,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563325,2525,HM Revenue and Customs,2018-03-20,416,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540140,1024,Ministry of Defence,2018-03-21,163,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567552,5194,Ministry of Defence,2018-03-22,758,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544740,4284,Ministry of Defence,2018-03-23,601,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562850,5907,Ministry of Defence,2018-03-24,947,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1577618,7182,DfT,2018-03-25,1141,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574927,2367,HM Revenue and Customs,2018-03-26,358,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569973,2030,Ministry of Defence,2018-03-27,301,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554373,1192,Ministry of Defence,2018-03-28,181,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566411,2448,DWP,2018-03-29,381,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550794,2982,Office for National Statistics,2018-03-30,480,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1579443,3282,CMA,2018-03-31,547,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1579236,3879,HMP,2018-04-01,544,Not in an analytical profession
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576653,3653,Home Office,2018-04-02,582,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576432,3810,Ministry of Defence,2018-04-03,565,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552197,972,Ministry of Defence,2018-04-04,140,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571408,1966,Ministry of Defence,2018-04-05,312,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567589,415,Ministry of Defence,2018-04-06,62,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573541,3948,HM Revenue and Customs,2018-04-07,582,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1577791,2828,HM Revenue and Customs,2018-04-09,449,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574323,1623,DWP,2018-04-10,256,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568711,916,HM Revenue and Customs,2018-04-11,142,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568977,2216,HM Revenue and Customs,2018-04-12,321,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1555182,1480,PHE,2018-04-13,215,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580129,2456,Home Office,2018-04-15,342,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576710,4485,DfE,2018-04-16,676,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566846,4309,DWP,2018-04-17,643,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572500,4043,Ministry of Defence,2018-04-18,607,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573620,2705,Ministry of Defence,2018-04-19,433,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576573,6502,Home Office,2018-04-20,1000,Not in an analytical profession
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569106,705,Ministry of Defence,2018-04-21,117,Statistics
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560636,3302,MHPRA,2018-04-24,529,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576562,5636,Forestry Commission,2018-04-25,796,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570136,3295,Ministry of Defence,2018-04-26,496,Not in an analytical profession
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572162,3110,HM Revenue and Customs,2018-04-27,488,Not in an analytical profession
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573274,1878,Ministry of Defence,2018-04-28,273,Not in an analytical profession
